movieid,title,genres,clean_text
13809,RockNRolla,Action Crime Thriller,action crime thriller london england gang leader money gang crime russian mobster sets real estate scam generates millions pounds various members londons criminal underworld pursue share fortune various shady characters including mr onetwo stella accountant johnny quid druggie rockstar try claim slice mark strong tom wilkinson toby kebbell gerard butler tom hardy
27380,Megaforce,Adventure Action Science Fiction,adventure action science fiction dictator soldier electronic music score military unit megaforce elite multinational military unit jobs individual governments wont peaceful republic sardun threat aggressive neighbour beautiful major zara persis khambatta general byrnewhite edward mulhare see help ace hunter barry bostwick megaforce barry bostwick michael beck persis khambatta henry silva george furth
10549,Hamlet,Drama,drama mother shakespeare denmark loss father prince madness hamlet prince denmark returns home find father murdered mother remarrying murderer uncle meanwhile war brewing kenneth branagh derek jacobi julie christie richard briers kate winslet
33870,Mao's Last Dancer,Drama Romance,drama romance costume song village promise ballet age li plucked poor chinese village madame maos cultural delegates taken beijing study ballet cultural exchange texas fell love american woman two years later managed defect went perform principal dancer houston ballet principal artist australian ballet chi cao chengwu guo wen bin huang joan chen bruce greenwood
245703,Midnight Special,Adventure Drama Science Fiction,adventure drama science fiction father son relationship helicopter fbi motel chase child kidnapping religious sect goggles father son go run dad learns child possesses special powers michael shannon jaeden lieberher joel edgerton kirsten dunst adam driver
10739,Anything Else,Comedy Romance,comedy romance psychoanalysis comedian relationship problems advice experience jerry falk aspiring writer new york falls love first sight freespirited young woman named amanda heard phrase life like anything else soon finds life unpredictable amanda isnt like anything else woody allen jason biggs christina ricci stockard channing danny devito
127560,The Railway Man,Drama History,drama history post traumatic stress disorder japanese world war ii victim autobiography based true story history revenge redemption torture victim world war iis death railway sets find responsible torture true story jeremy irvine colin firth stellan skarsgrd michael mackenzie nicole kidman
37903,The White Ribbon,Crime Drama Mystery,crime drama mystery germany child abuse pastor propaganda children punishment small village village people east elbia umerziehung strange events happen small village north germany years world war seem ritual punishment abused suppressed children villagers seem heart mystery ursina lardi ulrich tukur burghart klauner christian friedel leonie benesch
396152,Restoration,Horror,horror home renovations young couple release fiery spirit seeking retribution save set spirit free must uncover dire truth nothing simple seems emily roya obrien adrian gaeta zack ward sarah ann schultz
10017,The Wraith,Romance Science Fiction Horror Action Crime,romance science fiction horror action crime male nudity female nudity sex killing sheriff car race cemetery shotgun arizona nudity reincarnation police autotuning street race revenge murder car crash alien independent film gang motorcycle violence car chase cult film ghost road movie drag racing roller skates strange person budweiser turbo intercepter packard walsh motorized gang control terrorize arizona desert town force drivers dragrace win vehicles walsh beats decent teenager jamie hankins death finding girlfriend mysterious power creates jake kesey extremely cool motorbiker car invincible jake befriends jamies girlfriend keri johnson takes jamies sweet brother bill wing manages sheriff loomis couldnt eliminate packards criminal gang hard way charlie sheen nick cassavetes sherilyn fenn randy quaid matthew barry
11468,Salton Sea,Drama Mystery Thriller,drama mystery thriller dual identity identity war drugs jazz musician drug scene neonoir murder beloved wife man search redemption set adrift world nothing seems journey befriends slacker jimmy finn becomes involved rescuing neighbor colette demons gets entangled web deceit full unexpected twists turns val kilmer vincent donofrio adam goldberg luis guzmn doug hutchison
193613,Metallica: Through the Never,Music,music heavy metal live concert trip young roadie metallica sent urgent mission bands show seems like simple assignment turns surreal adventure dane dehaan mackenzie gray james hetfield lars ulrich kirk hammett
17436,The Informers,Drama,drama sex slice life hollywood drug hedonism ensemble cast child murder dysfunctional intersecting lives collection intersecting short stories set early los angeles depicts week lives assortment socially alienated mainly welloff characters numb sense emptiness casual sex violence drugs billy bob thornton kim basinger mickey rourke winona ryder jon foster
43434,Carlos,Crime Drama Thriller History,crime drama thriller history gun car bomb miniseries terrorism opec hostage situation revolutionary story venezuelan revolutionary ilich ramirez sanchez founded worldwide terrorist organization raided opec headquarters caught french police edgar ramrez alexander scheer fadi abi samra nora von waldsttten talal eljordi
